,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
AUDp,0,0,0,0,1.17164E-05,0,0,0,0,0,0,0,6.05561E-05,0,0,0,0,0,0.142297532,0.009988957,0,0,0,0,0.00391432,0,0,0,0.000120175,0,0,0,0,4.90094E-05,0,0,0,0.000208319,0.00028246,0.000124411,0.000322823,0,0,0,0,0,0,0.000246404,0,0,0.000121894,5.01006E-07,0,0,0,0,0,0,0,0.016268051,0.026959768,0.011479934,0,0,0.000186045,0,0.000175231,0,0,0,0,0,0,0,0,0,0.000449895,0,0,0.000401431,0,0,0,0,0,0,0,0,0,0,1.86347E-05,0,0,0.000104063,0,0,0,0,0,0,0,0,0.001370215,0.000201018,0.000988021,8.73757E-05,0.000147385,4.94921E-05,0,0,0,0,0,0,0,0,0,0.00013678,0,0,0.000530279,0,0,0,0,0,0,0,0,0,5.33408E-07,0,5.80118E-05,0,3.45706E-05,0,0.000111912,0,0,0,0,0,7.4494E-06,0,0,0,2.12634E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012125803,0.00064102,0,0,0,0,3.0939E-05,0.000444423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334451,0.00054604,1.09481E-05,0,0,0,0,0,0,0,0.000280019,0,0,0.000201439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDv,0.00257836,0,0,0.103836731,0,0.001165748,0.027631391,0.074992627,0.02485794,0.000193793,0,0,0,0.000100341,0.022287808,0.000238671,0,0.158751564,0.36935928,0.531498539,1.28562E-05,0.017347395,0.001930466,0.022290667,0.044663793,0.011174926,0.019966117,0.006640904,0.001486604,8.1831E-05,0.036890939,0,0.015093896,3.56474E-06,0.002011853,0.520054153,0.000413784,0,0.000461153,7.70336E-05,0.001724971,0.002036396,0,0.003903472,0.00129952,0.123158468,0.108778043,0,0.029347913,0.001044918,0,0,0.00480895,0.012904346,0.020027042,8.80566E-05,0,0.034768978,0.002146523,0.016814475,0.047041618,0.007875247,0.020356592,0.007308372,0.000133304,0,6.98219E-05,0.016925795,0.019437412,0.000245977,2.54513E-05,0,3.29858E-06,0.000376221,0.003985086,5.93964E-05,0.000705446,0.000100767,0,0,1.67267E-05,0.000559678,0.000452149,0.002914979,0.028065765,0.003110456,0.000438141,0.000604002,3.25869E-05,0.000197976,0,0,0,0,0.04656687,0.066064549,6.63187E-06,0.000613468,0.0011856,0.017451516,0,0.001125201,0.000887538,0.000197003,0.002199943,0.000237846,0,1.9551E-05,0.000820737,0.003510541,0.023824456,0.009309149,0.021422436,0.054927877,0,0.002208985,0.104602427,0,0,0.00740837,0.001231872,0.107210302,0.006245327,0,0.011909851,0.000915559,0.000606878,0.009792318,0.069225497,0.012852352,0,0.000408083,0.000309884,0,4.66149E-05,0.001409264,0,0,0.009189591,0.008114589,0.000521273,0.001864763,0.000166382,0.006140156,0.001122154,0.01128389,1.30515E-05,1.6267E-05,0,0.001317015,0.027979961,0.016336458,0.001258716,0.000195674,0.000117575,0,0,0,8.25672E-06,0.000211356,0.037946264,0,0,0.030348162,0,0.004838842,0,0,0.010104835,0.006340043,0.004302887,0.002623429,0.000440794,0.00061393,0,0,0.230090696,0.051414369,0,0,0.098987624,0.016487085,0,2.21018E-05,0,0,0,0.000575714,0.000338536,0.212633688,4.10043E-05,0.001775941,0,0.005195117,0.000242213,0,0,0,0.000490283,0.07881304,0,0,0.003072899,0.020942108,0.00295215,0,0.004210692,0.000169431,0,0,0,0.001564562,0.000639452
AV,0,0.042931111,0.118906917,0,0,0,0,0,0,0,0,0,0.001744388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001329817,0,0,0,0,0.000194463,0,0,0,0,0,0,0,0.002080986,0.000110076,0,0,0,0,0,0,0,3.8908E-05,0,0,0,0,0.000408983,0,0.000408218,0,0,0,0,0,0,0,0,0,0,7.83349E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279026,0,0,0,0,0,0,0,3.96206E-05,0,0,0,0,4.00851E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011819973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357515,0,0,0,0,0,0,0,0,2.32062E-05,0,0,0,0,0,0,0,0,0,0.006458142,0.390773339,0,0,0,0,0,0,0.002043603,0,0,8.45582E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLA,0.022799303,0.038921902,0.019353797,0.575333181,0,0.00028678,0.071484712,0.06945206,0.06384631,0,0,0,0.000270821,0.000656249,0.035039397,0,0,0.003791056,0.006794214,0.022553416,0,0.156631361,0.005880115,0.092814756,0,0,0,0.048208476,0.000155406,0,0.085736315,0,0,0.00193418,0,2.054216654,0,0.000364497,0,1.51543E-05,0.000960663,0,0,0.003840337,0,0.064111838,0.030638723,0.001736138,0.110993374,0.01386838,0,0,0.008430084,0.054660301,0.077790631,0.000155003,0,0.047525139,0.012444994,0,0,0,0.031812959,0,0,0,0,0,0.022687608,0,0,0,0,0,0.003467693,0,0.004767204,0,0.001943017,0.005616058,5.21383E-05,0.005307286,0,0,0,0,0,0.001471937,0,0,0,0,0,0,0.016260585,0.065950188,8.2973E-05,0.001515732,0,0,0.002542278,0,0.004353794,0,0,0.033798659,3.20488E-06,0,0,0,0.022101639,0.029381832,0.0213427,0.426472534,0,0,0.000123966,0.00057191,0,0,0,0.021027628,0,0,0,0,0,0,0.089579072,0.056005098,0.000115551,0,0,0.001182487,0,0,0.00087498,0,0,0,0,0,0,0.001283877,0,0,0,0,0,0.000140426,0,0,0,0,0,0.000504684,0.000929179,0.000117339,0,0,0,0.000334327,0,0.231554807,0.000176696,0,0,0.000438263,0,0,0,0,0,0,0,0,0,0.001212423,0.003202158,0.003034271,0,0,0.007343604,1.63846E-05,0,0.000602757,0,0,0,0.076254761,0,0,0,0.006763761,0.000451241,0,0,0,0,0.014287838,0.003205294,0,0.000713183,0.002680544,0,0.00044352,0,0.001641393,0,0,0,0,0
BMA,0.000474834,0,0,0,0,0.001583786,0,0,0,0,0,0,0,0,0.005793497,0,0,0,0,0,0,0,5.45391E-05,0.079486604,0,0,0,0.005514841,0,0,0,0.000109991,0.001790325,0.001115749,0,0,0,0,0,0,0,0.001602805,0,0,0,0,0,0,0,0,4.11423E-06,0,0,0,0,0,0,0,0,0,0,0,0.007358399,0.000581582,0,0,0,0,0,0,0,0,0,0,0.017386315,0,0.010479759,0,0,0.005077962,0.000232336,0,0,0,0,0,0,0.003666699,0,0,0,0,0,0,0,0,0.001601169,0.009552865,0,0,0,0,0.004303316,0,0,0,0,0,0,0.000117489,0,0,0,0,0,0.003322329,0,0,0,0,0,0,0,0,0,0,0,0.003958077,0,0,0.000875088,0,0,0,0,0,0,0,0,0,0,0.000128926,0.000983153,0,0.002479946,0.002477445,0,0.001788722,0,0.002804671,0.00026391,0,0,0,0,0,0,0,0,0.000120901,0,0,0,0,0,0,0,0,0,8.90487E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001283589,0,0,0,0,0,0,0.008256387,0.010469612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66904E-05
BST,0,0,0,0,0,0,0,0,0,0,0,0,0.000443191,0,0,0,0.004232146,0,0,2.87408E-05,0,0,0,0.031011858,0,0,0,0,0.000298265,0,0,0.003038239,0.003578657,0,0,0,0,0.000122871,0.00024483,5.61271E-05,0,0.013847568,0,0,0.01323866,0,0,0,0,0,0.00016488,0,0,0,0,0,0,0,0,0,0,0,0,0.004223933,0,0,0,0,0,7.81661E-06,0,0,0,0,0.004405264,0,0.002394984,0.000105397,0,0,0.002756228,0,0,0,1.06752E-05,0,0,0.006311429,0,0,0,0,0,0,0,0,0.00094261,0.014723783,0,0.005108386,0,0.00016893,0,0,3.93724E-05,0,0,0,6.27639E-05,0,0,0,0,0,0,0,0.091761715,0,7.81773E-05,0.000415264,0,0,0,0.000811836,0.000474681,1.31231E-05,0,0.005411792,0,0,0,0,0,0,0,2.85262E-05,0,0.000335433,0,0,0,0,0.00184038,0,0.015765381,0.040013444,0.004972641,0.00125957,0,0.008136349,0.030930188,0,0,0.001661255,0.001956528,0,0,0,0,0.003150552,0,0,0,0.000982813,0,0,0.000289578,0,0.000249915,0.004635689,3.02393E-05,0.00023742,6.44773E-05,2.00803E-05,0,9.80641E-06,0,0,0.000299312,0.00041332,0,0,0.000961358,0.000412498,0,0,0,5.33039E-05,0,0,0,0,0,0,0.012000709,8.81717E-05,0,0.000126224,0.000512233,0,0,0,0,0,0,0,0,0.002634122,0,0,0,0.006861731,0
CA1,0.000241723,0,0.000201462,0,0,0,0,0.000506917,5.90908E-05,0,0,0,0,0,0.000236176,0,0,0,0,0,0,0.001006345,0,0,0,0,0,0,7.22147E-05,0,0,0,0,6.10151E-05,0,0,0,0.000119638,0,5.41846E-05,0,0,0,0,0,0,0,0,0.000220788,0.000222607,0.000175569,0,0,3.0089E-05,0,0,0,0,0,2.93119E-07,0,0.000249637,0,0,0,0,0,0,0.00024727,0,0,0,0.001984797,0,0,0,0,0,0,0.042846682,1.1602E-05,6.18744E-05,0,0,0,0,0,0,0,0,0,0,0,0.000327474,0,0,0,0,0,0,0.00278936,0,0,0,3.30334E-05,0,2.04815E-05,0,0,0,0,0,0,0.000668592,0,6.4279E-09,0,0,0,0,0,0.000445623,0,0.00050451,0,0,0,0,0.002461394,0,0,0,6.79497E-06,0,0.000336021,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27143E-06,0,0,0,0,0,0,0,0,0.014170987,0.000836718,0,0,0,0.003823297,0,7.603E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000285889,0,0,0.00556076,0,0,0,0.000559192,0.06165847,0,0,0,0,0.000458483,0,0.001084383,0,0,0,0,4.60319E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA2,0,0.00297895,0,0,0,0,0,0,0,0.000239843,8.06345E-05,0.000174814,0.003959308,0.000231485,0,0,0.000926555,0,0,0,0,0,0,0,1.413760473,0.725998866,0.936438326,0,0.000625316,0,0,0,0,7.0092E-05,0,0,0,0.00357141,5.28068E-05,0.000565532,0.545350298,0,0,0,0,0,0,0,0,0,0.000630688,0,0,0,0,0,0,0,0,7.87118E-05,0.00186553,0.000704753,0,0,0.004960023,0,0.001071779,0,0,0,0,0.02088393,0,0,0.002646642,0.001036923,0.008318629,0.003335126,0.774102039,0,0,0.002304034,0,0,0,0,0,0.001612431,0.000257396,0,0.001052213,0.0002653,0.000324017,0.003369747,0,0,0,0.000630251,0,0,0.070186652,0,0.114083559,0,0.000658812,0.00060332,0.000415768,0,0,0,0,0,0,0,0,0,0,0.002590001,0,0,0,0,0,0.007898094,0.00149617,0,0.002719698,0,0,0,0,0,0,0,0,0,0.002669383,0.003079204,0,0,0,0,0,0,0,0.001467148,0.000186145,0,0,0.000104407,0,0.001391976,0,0,0,0,0,0,0,0,0,0.004812136,0,0,0.001386865,0.00253948,0.000412685,0.003466587,0.000141453,0,0,0,0.000212566,0,0,0,0.000244674,0,0,0,0,0,0,0,0.2101754,0,0.001350038,0,2.10333E-05,0,0,0,0,0,0.00205769,0,0,0.001488156,0,0,0,0,0,0,0,0,0.000171538,0,0,0,0,0,0
CA3,0.000373065,0,0.001094411,0.004955318,0.007636809,0,0.000592446,0.000145247,0.000496958,0,0,0,9.62345E-05,0,0,0,0,0,0,0,0.005419656,0.000456109,0,0,2.268208312,0.145268811,1.523993237,0,1.78269E-05,0,1.60579E-05,0,0,0,0,0,0,0,0,3.47846E-05,0,0,0,0,0,0,0,0,0,0,0.000198717,8.58516E-07,0,7.85092E-05,8.29399E-05,1.29946E-06,0,0,0,0,0,0,0.000240805,0,0,0,0,0,0,0,0.046225823,0.003795785,0.009707471,0,0,0,0.003323397,0,0.26414724,0.313690167,1.19167E-06,0.000548759,0,0,0,0,0,2.18973E-07,0,0,5.42764E-05,0,0,0,0,0,0,0.000930416,0,0,0.03819322,0,0.028118623,0,0,4.59554E-05,9.00321E-06,0,0,0,0,0.00101427,0,0.002776876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001066138,0,0,0,0,0.000617644,0,0,3.15557E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002383992,0,0,0.000231408,0.060611095,0.002305815,0,0,0,0.000131112,5.96074E-06,0,0,6.33052E-05,2.16674E-05,0,0,0,0,0,0,0,0,0,0,0,0.035162674,0.209701287,0,0,0,0,0,0,0.056347731,0,0,0,0,5.71038E-05,0,3.7643E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA,0,0.001443084,0.000891643,0,0,0,0.001470303,0,0,0,0,0,0,0.000210624,0,0,0,0,0,0,0,0,0,0,0.000308607,0,0,0,0,0,0.005537264,8.97932E-05,0,0,0,0.045502018,0,0,0,2.42729E-05,0,0,0,0,0,0,0,0.000331893,0,0,0,0,0.000113104,0,0.001241815,1.74433E-05,0,0.003809618,0,0,0,0,0,0.000494487,6.72616E-05,0,0,0,0.000287085,0,8.54608E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83856E-06,0,0,0,0,0,0,0,0.000488744,0.002196791,0,0,0,0,0,0,0,0,0,0.000449676,0,0,0,0.001816998,0.000890842,0,0,0,0,0,0,0.000148248,1.52255E-05,0,0,0,0,0,0,0,0,0.000859733,0,0,0,0,0,0,0,0,0,0,0,3.14405E-06,0,0,0,0,0.000355261,0.007566063,0,0,0,0,0.007686716,0.000526571,0.000561865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002686757,0.000191362,0,0,0,0,0,0,0,0.000373506,0.000339571,0,0,0,0,0,0.000240808,0.000528637,0,0,0,0.000139308,0,0,0,0,0,0,0,0,0.000446468,0,0,5.83366E-05,0,0,2.95841E-05,0,0,0,0,0,0,0.000771902
CENT,0.000459893,3.97617E-05,0.000345302,6.108E-05,0,0,0.000469242,0.000296847,7.65601E-05,0,0,0,0.000465395,2.90592E-05,0.000348488,0,0,0.000128013,3.56313E-05,3.4097E-05,0,0,0,0.000665106,7.54122E-05,0,2.92422E-05,0.000361063,0.63367384,2.71587E-06,0,0.000618821,0.001982969,0.000220734,0.000350104,0,0,0.009207364,0,0,0.001628356,0,0,0,0.000572971,0.000484532,0.000450943,0.000225064,0,2.06775E-05,0.000220291,0.000246014,0.000127247,3.40386E-05,0,2.74611E-05,0,0.000552635,2.07545E-06,0,0,0,2.75232E-05,0.001274902,0,0.00023779,0.000128727,0,2.64002E-06,0.001017671,0,0,0,0,0.006149668,0,0.001205105,0.002645957,0,0.000172845,0,0.000134758,0.004893824,0.001976185,6.71213E-05,0,0.000141923,0,0,0,0,0,0.000296656,0.002250655,0.000792298,0.000508406,0,0,0,0.01747028,0,0,0.001810012,0,0,0.000220088,0.001304608,0,0.000287674,0.00211295,6.67863E-05,0,0.000104638,0.001157188,7.4006E-06,0.000192891,0,9.30356E-05,0,0.007474429,0.019696636,7.71708E-05,0.0030682,0.001774122,0,0.001865118,6.65701E-05,0,0.001636524,7.9007E-06,0,0.000156013,1.32251E-05,0.000197711,0,0,0.000233201,0,0.004044688,0,0.000755135,0.000511981,0,5.36923E-05,0,0,0,0,0.001089387,0,0,0.000258728,0.000177468,0.001627006,0.000534622,3.58781E-05,0.000268171,0.000253649,0.001574347,0,0,0,0,0.001987089,0,0,0.000767545,0.000883621,0,0.000585846,0.000170093,0.000722067,0.00590729,0,0.000101234,0,0.00131522,5.08142E-05,0.000358908,0.000495804,0.000148244,0.000189097,0.001291957,0.000629746,0.000349281,7.40118E-05,5.84935E-05,0,0.001399914,0.000150377,5.31753E-05,0,0,0.000461358,0.000509495,0,0,0,0,0.000188754,2.44194E-05,3.77773E-05,1.73485E-05,0.000340936,3.59949E-05,9.79374E-05,0.00083382,0,0.000383771,0,0.000891364,0.003107884,0
CL,0,0.175373671,0.357170862,0,0,0,0,0,0,0,0.009108342,0.001097728,0.008243751,0,0,0,0.00136729,0,0,0,0,0,0,0,0,0,0,0,0.003594645,0,0,0,0.002657568,0,0,0,0,0.008802185,0,0.000369898,0,0,0,0,0,0,0,0,0,0,1.60948E-05,0.000112071,0,0,0,0,0,0,0,0,0.000382517,0.00287469,0.00385992,0.00989342,0.001992805,0,0.000390203,0,0,0,0,0,0,8.98789E-05,0.012617361,0,0.000420474,0,0,0,0,0.000450205,0,0,0,0,0,0,0,0,0,0.000458072,0,0.009748522,0,0,0,0,0.00080397,0,0,0,0,0,0.00125454,0.001029757,0.00091876,0,0,0,0,0,0,0,0,0,0.201256691,0,0,0,0,0,0,0,0,0,0,0,0,0.026375528,0,0,0,0,0,0,2.59605E-05,0.000916451,0,0,0,0,0,0,0,0,0,0,0,0,0.004521321,0.013562886,0,0,0,0,0,0,0,0,0,0.00851727,0,0,0.002169345,0,0,8.01208E-05,0,0.002141903,0.000394544,0,0.000175112,0,0,0,0,0,0,0,0,0,0,0,0.069550799,0,0,0,0,0,0,0,0,0,0.006013759,0,0,0.001611406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLA,0,0.018163201,0.065476185,0,0.00028334,0.001355555,0,0,0,0,0,0.003802359,0,0,0,0,8.58405E-05,0,0,0,0,0,0,0.020447137,0,0,0,0,0,0,0,0.005069975,0.108949595,0,0,0,0,0,0.000774125,0,0,0.017027428,0,0,0.022584334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213796262,0,0,0,0,0,0,0,0,0,0.002660247,0.030558072,0.000254308,0.004395681,0,0,0,6.75443E-05,0,0,0.047776482,0,0.000810005,0,0.006963996,0,0,0,0,0.000163512,0,0,0,0.00032854,0.006083276,0,0,0,0,0,0,0,0.000231515,0,0,0,0.018310306,0,0,0,0,0,0,0.062145524,0,0,0,0,0,0.062962667,0,0,0,0,0.023120513,0,0,0.000781327,0.015217203,0,0,4.58079E-05,0.002011126,0.001082158,0,0,0,0,0,0.022660973,0,0.014702726,0.3384701,0.000246791,0.001104564,0,0.004514979,0.252025976,0.085572556,0,0.00122445,0.002451125,0,0,0.006615735,0.000971112,0.001517621,0,0,0,0,0,0.037348304,0,0,0,0.04091526,0.025500378,0.008790872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001028528,0,0,0,0,0,0,0,0.003103571,0,0,0,0,0,0,0,0,0,0,0,0.057109527,0.002016665,0.002077063,0.015497133,0.062291477,0.012503076,0.003683213
CLI,0.752912669,0.204233872,0.367573223,4.950773886,0,0.401517231,0.005219251,0.015111061,0.03636316,0.085841676,0,0,0,0.005663586,0.37044523,0,0,0.004593216,0.008553209,0,0,0.3103477,0.145847738,0.614287057,0.371632678,0,0,0.322685444,0,0,0.020423987,0,0.437836327,0.07476416,0.013619769,2.321738751,0,0,0,0,0,0.052119395,0,0.079504418,0.789202354,0.118352787,0.32810093,0.155605995,0.273391592,0.13136313,0,0,0.002645183,0.19847128,0.414834715,0.108589371,0.410318076,0,0.042157156,0,0,0,0.303995055,0.249677808,1.258222414,0.00994636,0.071241184,0.807951558,0.018662559,0,0.017410525,0.000480175,0,0.751274986,7.295989376,0,1.862093869,0,0.23885089,1.96970553,0.031952564,0.979169538,0.227215315,1.034129915,0.163748271,0.265584019,0.199203825,0.073040392,0,0,0,0.047063935,0,0.01593346,0.215791576,0.141395847,0,0.801227112,0,3.554434982,1.387870678,0.057422309,1.936200015,0,0,0.127203754,0,0,0,0.069898236,0.063725512,0.029535616,0.095054261,2.406818435,0,0.012700108,0,0,0.639049767,0.556125583,0.132337803,0.010457475,0.329260886,0,0,0,0.228283574,0,0.795831072,0.137062947,0.113095182,0.008403322,0.020826428,0.08919896,0.005737804,0.60712588,0.061443941,0,1.896907288,4.220785278,0.020729368,0,0.072093978,0.124924778,0.001851538,0.279290382,0,0,0,0.084936974,0,0,0.114332818,0,0.312656306,0.055478509,0.097698352,0.288748391,0.003088812,0,0,0,0.109957309,5.337290962,0,0,0.491516395,0.500375877,0,0.111785595,0,0.027608073,0,0,0.012011004,0.007406426,0.01936574,0.047209315,0.002769086,0.009255208,0.127817637,0.021429663,0.043153453,0.077617819,0,0.053368896,0.028842135,0.144733136,0.017976869,0.030111864,0.042500509,0.080589807,0.076395054,0.244397651,0.269904934,0.267045828,0.034609325,0,0.084091795,0.002796041,0.021841922,0.125783813,0.006382512,0.104965179,0.01267081,0.039689797,0.160839493,0,0.004316722,0.001849757,0.043425177,0,0.018514417
CM,0,0.016089155,0,0,0,0,0,0,0,1.12441E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001053323,0,0,0,0.00102485,0,0,0.00012803,0,0,0,0.001404101,0,0,0,0.000744673,0,0,0,0,0,0,0,0,0,0.000381448,0,0,0,0,9.93498E-05,0.001250022,0.000163051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23645E-06,0,0,0,0,0,0.000308328,0.000138833,0.000492977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161911,0,0,0,0,0,0,0.000235524,0,0,0,0.000998949,0,0,0.003438565,0,0,0,0,0.000184003,0,0,0,0,0,0,0,0,0,0,0.00101628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAa,0,0,0,0,0,0,0,0,0,0,0.000118245,6.83806E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15116E-06,0.000169067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059278295,0.000277976,0,0,0,0,0,0,0.013112484,0,0,0,0,0,0,0,0,0,0.000949936,0,0,0.042984376,0,0.092263482,0,0,0,0,0,0,0,0,0.007428507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002064926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139118,0,0.000517129,0.056250654,8.15301E-05,0,0,0.010371552,0.030288754,0.000599769,0,0,0,0,0,0,0,0.00015634,0,0.000199351,0,0,0,6.60422E-06,0,0,0,0.000683429,0.000555167,0,0,0,0,3.02126E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAp,0,0,0,0,0,0,0,0,0,0,0,0,0.000166091,0.000704598,0,0,0,0,0,0,0,0,0.009370855,0.000558232,0,0,0,0,0,0,0,0,0,0,0.147075727,0,0,5.49172E-06,2.53448E-05,0,0.000381618,0,0,0,0,0,0,0,0,0,6.98256E-06,6.56787E-08,0,0,0,0,0,0,0.000806034,0,7.14962E-05,0,0,0,0,0,0,0,0,0,0,0,9.0147E-06,0,0,0,0,0,0,0,0.00022214,0,0,0,0,0,0.058333267,0,0,0,0,0,0,0.000333263,0,0,0,0,0,0,0.0010065,0,0,0,0,0,9.46391E-06,0,0,0,0,0,0,0,0.005722551,0.007779791,0,0,0,1.78004E-06,0,0,0,0,0,1.98511E-07,0,0,0,0,0,0,0,0,0,0,0,6.55289E-05,0.000170317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000582014,0,0,0.00012038,0,0,0,0,0,4.01994E-05,1.383E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.63358E-06,0,0,0,0,0,0,0,0,0.004591541,0,0.000402564,0,0,1.38108E-06,0,6.5582E-06,1.56379E-05,0,0,0,0,0,0,0,0,0,0,0,4.01654E-06,0,0
CP,0,0,0,0,0,0,0,0,0,0,0,0,0.00046517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147548,0,0,0,0,4.01645E-05,0,0,0,0.00030711,4.21804E-06,7.43746E-05,0.001075483,0,0,0,0,0,0,0,0,0,7.22957E-05,6.09812E-07,0,0,0,0,0,0,0,0,0,5.33492E-05,0,0,9.06268E-05,0,0.000243834,0,0,0,0,1.75783E-06,0,0,0,0,0.000262166,0,0,0,0,0,0,0,0,0,0.000129446,0,0,0,0,4.71157E-05,0,0,0,0,0,0,0,0,0,0,0.000598253,0,5.08411E-05,0,5.20314E-05,0,0,0,0,0,0,0,0,0,0,1.88305E-05,0,0,0,0,0,0.000486719,0,0,0,0,0,0,0,0,0,8.72406E-05,0,0,0.000182803,0.000256896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69998E-06,0.000118247,0,0,0,0,0.000358402,0,0,5.64296E-05,0,0,0.000321754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164768,0,0,0.000166772,0,0,0,0,0,0,0,1.43128E-05,0,0,0,0,0,0,0
